model,scene,split,n,change_ratio,auc,f1_at_0.5,best_global_f1,best_global_tau,percube_oracle_pooled,percube_oracle_meancube
siamgcn,027-2,test,93230,0.0168,0.4963,0.0,0.0515,0.02,0.041,0.1872
siamgcn,027-3,test,90437,0.0113,0.9907,0.1182,0.7157,0.86,0.7157,0.7157
siamgcn,027-4,test,100904,0.0061,0.9493,0.0737,0.3147,0.84,0.3147,0.3147
siamgcn,035-2,test,74934,0.01,0.8807,0.0822,0.0933,0.4,0.094,0.094
siamgcn,035-3,test,102558,0.0718,0.8952,0.356,0.5698,0.66,0.7354,0.8088
siamgcn,035-4,test,98422,0.0146,0.7149,0.041,0.1291,0.72,0.0592,0.2833
siamgcn,035-5,test,103171,0.0694,0.8795,0.4098,0.6698,0.72,0.3927,0.3514
siamgcn,036-2,test,167802,0.0055,0.9939,0.4348,0.4872,0.6,0.4201,0.4214
siamgcn,036-3,test,147814,0.007,0.8789,0.1149,0.3961,0.74,0.9526,0.9526
siamgcn,036-4,test,151218,0.0304,0.931,0.2875,0.3501,0.78,0.3965,0.7247
siamgcn,036-5,test,155858,0.0339,0.9059,0.4968,0.5004,0.56,0.7139,0.7279
siamgcn,039-2,test,154177,0.0061,0.8306,0.0547,0.0653,0.56,0.1366,0.1366
siamgcn,039-5,test,164569,0.0731,0.9372,0.5646,0.6038,0.68,0.6177,0.6566
siamgcn,040-3,test,282613,0.0141,0.81,0.1063,0.5783,0.86,0.1826,0.3801
siamgcn,040-4,test,277978,0.0572,0.9153,0.3963,0.5573,0.74,0.404,0.4406
siamgcn,040-5,test,269900,0.0684,0.9322,0.4592,0.5732,0.8,0.5713,0.5925
siamgcn,041-2,test,56643,0.0204,0.8803,0.1708,0.1719,0.48,0.1719,0.1719
siamgcn,041-3,test,61573,0.0436,0.9739,0.298,0.5782,0.76,0.5848,0.5848
siamgcn,041-4,test,57601,0.0264,0.9656,0.2757,0.5859,0.72,0.5859,0.5859
siamgcn,041-5,test,62375,0.094,0.9707,0.5937,0.7019,0.66,0.7019,0.7019
siamgcn,045-2,val,71612,0.0018,0.9135,0.0077,0.0435,0.68,0.0435,0.0435
siamgcn,045-3,val,73736,0.0009,0.9946,0.0575,0.2187,0.58,0.224,0.224
siamgcn,045-4,val,78322,0.101,0.9329,0.6096,0.6613,0.7,0.3653,0.3476
siamgcn,046-2,test,77971,0.0014,0.6827,0.0,0.0061,0.12,0.01,0.0148
siamgcn,046-3,test,78579,0.0107,0.9285,0.2952,0.3602,0.56,0.6775,0.6775
siamgcn,046-4,test,71061,0.0019,0.8875,0.0,0.0225,0.42,0.0268,0.0268
siamgcn,046-5,test,67519,0.0184,0.8117,0.0937,0.1251,0.42,0.2948,0.2485
siamgcn,047-2,val,96643,0.0033,0.8753,0.0,0.0363,0.46,0.102,0.102
siamgcn,047-3,val,115977,0.0008,0.9417,0.0087,0.019,0.66,0.6096,0.6096
siamgcn,047-5,val,123115,0.0096,0.9095,0.0751,0.239,0.74,0.1984,0.2991
siamgcn,048-2,val,210820,0.0019,0.6242,0.0,0.0068,0.16,0.0196,0.0199
siamgcn,048-3,val,218959,0.0028,0.5686,0.0,0.0086,0.18,0.0373,0.0412
siamgcn,048-4,val,230039,0.0031,0.442,0.0023,0.0083,0.08,0.1172,0.1383
siamgcn,048-5,val,226799,0.005,0.4755,0.0064,0.0113,0.06,0.0269,0.0319
siamgcn,049-2,test,148058,0.003,0.8764,0.0158,0.0512,0.72,0.1324,0.1838
siamgcn,049-5,test,162691,0.0055,0.885,0.0558,0.0606,0.56,0.7372,0.7372
siamgcn,053-2,test,304383,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,053-3,test,312314,0.0148,0.9584,0.1668,0.5207,0.82,0.6018,0.6018
siamgcn,053-4,test,299755,0.028,0.9553,0.2607,0.5349,0.82,0.5826,0.616
siamgcn,053-5,test,301047,0.0318,0.965,0.3249,0.5793,0.8,0.6671,0.6848
siamgcn,055-2,test,92714,0.0041,0.9467,0.0263,0.1015,0.92,0.1015,0.1015
siamgcn,055-4,test,85113,0.0049,0.8214,0.0219,0.0585,0.84,0.0389,0.0349
siamgcn,055-5,test,87859,0.0093,0.8566,0.0484,0.1362,0.84,0.0945,0.0867
siamgcn,059-3,val,127538,0.0045,0.9924,0.0577,0.4264,0.82,0.457,0.457
siamgcn,064-2,val,101898,0.0018,0.5624,0.0,0.008,0.06,0.0158,0.0158
siamgcn,064-3,val,95651,0.0291,0.9486,0.4247,0.8261,0.74,0.8263,0.8257
siamgcn,064-4,val,92139,0.0069,0.3562,0.0,0.0089,0.08,0.0164,0.0083
siamgcn,064-5,val,111671,0.033,0.9335,0.2412,0.6585,0.84,0.7659,0.7876
siamgcn,065-2,test,54020,0.0004,0.0947,0.0,0.0008,0.04,0.0011,0.0011
siamgcn,065-3,test,58220,0.0078,0.3894,0.0,0.0174,0.06,0.0258,0.0258
siamgcn,065-4,test,56762,0.0011,0.159,0.0,0.0016,0.02,0.0024,0.0024
siamgcn,065-5,test,56343,0.0086,0.224,0.0,0.0185,0.02,0.0265,0.0265
siamgcn,067-2,test,160533,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,067-4,test,169239,0.0191,0.9449,0.2264,0.3582,0.98,0.1559,0.2081
siamgcn,067-5,test,194913,0.0163,0.9773,0.2071,0.6233,0.94,0.6742,0.698
siamgcn,068-2,val,105643,0.0028,0.9276,0.0,0.0473,0.34,0.0504,0.0504
siamgcn,068-3,val,111731,0.0005,0.744,0.0,0.0033,0.1,0.01,0.01
siamgcn,068-4,val,114099,0.0033,0.9127,0.0139,0.075,0.38,0.0303,0.0582
siamgcn,068-5,val,118999,0.0057,0.8467,0.005,0.0748,0.42,0.0418,0.063
siamgcn,071-2,test,316378,0.0091,0.6375,0.012,0.036,0.1,0.0839,0.1303
siamgcn,071-3,test,324895,0.0015,0.9802,0.0155,0.1124,0.92,0.2064,0.3554
siamgcn,071-4,test,310519,0.047,0.8771,0.2358,0.4215,0.9,0.5902,0.5984
siamgcn,071-5,test,319535,0.0437,0.8716,0.2274,0.3896,0.9,0.5625,0.624
siamgcn,076-2,val,73647,0.0093,0.6967,0.015,0.036,0.24,0.1952,0.1952
siamgcn,076-3,val,73100,0.0074,0.8615,0.0592,0.0619,0.44,0.0723,0.0723
siamgcn,076-5,val,100023,0.0203,0.8254,0.0893,0.2651,0.84,0.2004,0.4023
siamgcn,083-2,val,123545,0.0,0.8567,0.0005,0.0006,0.52,0.0071,0.0071
siamgcn,083-3,val,136060,0.0159,0.9143,0.1537,0.205,0.9,0.5334,0.5388
siamgcn,083-4,val,121555,0.0088,0.9278,0.101,0.2716,0.86,0.3709,0.3671
siamgcn,083-5,val,119507,0.0244,0.9395,0.2574,0.3084,0.62,0.5745,0.4745
siamgcn,085-2,test,93259,0.0028,0.7408,0.0144,0.0327,0.72,0.0278,0.0326
siamgcn,085-3,test,100300,0.0201,0.9639,0.2456,0.5237,0.7,0.5257,0.5257
siamgcn,085-4,test,104322,0.3033,0.9443,0.7184,0.8236,0.38,0.8293,0.8118
siamgcn,085-5,test,117449,0.2596,0.942,0.7335,0.7903,0.36,0.8123,0.8063
siamgcn,106-2,test,66904,0.0342,0.5669,0.0,0.1008,0.02,0.1028,0.1257
siamgcn,106-3,test,70965,0.0268,0.5308,0.0,0.0758,0.02,0.0795,0.0933
siamgcn,106-4,test,75155,0.029,0.4014,0.0,0.0512,0.02,0.0521,0.0471
siamgcn,106-5,test,67337,0.049,0.534,0.0102,0.1175,0.04,0.1191,0.1415
siamgcn,111-2,test,102272,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,111-3,test,104394,0.0194,0.967,0.3635,0.7457,0.7,0.758,0.7305
siamgcn,111-4,test,103645,0.0208,0.8611,0.0942,0.1466,0.32,0.0876,0.1899
siamgcn,111-5,test,128537,0.0296,0.9343,0.2944,0.6629,0.72,0.6775,0.6781
siamgcn,115-3,val,122885,0.0042,0.852,0.0374,0.0587,0.84,0.3593,0.4516
siamgcn,115-4,val,106744,0.0052,0.9178,0.037,0.4923,0.96,0.4923,0.4923
siamgcn,115-5,val,126310,0.0035,0.8094,0.0187,0.032,0.74,0.043,0.0855
siamgcn,119-2,test,79312,0.0011,0.6114,0.0005,0.0047,0.32,0.0045,0.0808
siamgcn,119-3,test,72622,0.0123,0.8859,0.087,0.302,0.94,0.302,0.302
siamgcn,119-4,test,77498,0.0304,0.8438,0.1686,0.1812,0.98,0.1812,0.1812
siamgcn,119-5,test,77915,0.0447,0.8981,0.2864,0.3166,0.92,0.1937,0.2411
siamgcn,120-2,test,135502,0.0068,0.9307,0.0821,0.1079,0.82,0.1528,0.1528
siamgcn,120-3,test,131968,0.0121,0.9939,0.1069,0.7705,0.98,0.7962,0.7729
siamgcn,120-4,test,151062,0.0204,0.8388,0.0678,0.1371,0.26,0.3934,0.381
siamgcn,120-5,test,135797,0.0378,0.7155,0.1242,0.1727,0.88,0.2981,0.3244
siamgcn,123-2,test,62346,0.0001,0.6383,0.0,0.0006,0.18,0.0011,0.0011
siamgcn,123-3,test,64323,0.0048,0.842,0.0603,0.528,0.94,0.528,0.528
siamgcn,123-4,test,64036,0.0142,0.8432,0.1198,0.1249,0.52,0.2375,0.2578
siamgcn,123-5,test,62612,0.0158,0.8752,0.2134,0.3079,0.7,0.4163,0.419
siamgcn,133-2,val,47343,0.0362,0.7516,0.1255,0.1528,0.42,0.1559,0.1559
siamgcn,133-3,val,49070,0.0061,0.5448,0.0054,0.0202,0.2,0.0216,0.0216
siamgcn,133-4,val,35336,0.0445,0.7535,0.1816,0.1867,0.52,0.2084,0.2084
siamgcn,133-5,val,48435,0.0831,0.7486,0.2753,0.2801,0.42,0.283,0.283
siamgcn,140-2,val,75761,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,140-3,val,90049,0.0011,0.9742,0.0,0.058,0.32,0.144,0.144
siamgcn,147-2,test,95182,0.0141,0.8424,0.0966,0.0966,0.5,0.1575,0.1841
siamgcn,147-3,test,120938,0.015,0.9093,0.1383,0.2748,0.9,0.3259,0.3406
siamgcn,147-4,test,104749,0.0379,0.826,0.2395,0.2692,0.56,0.3006,0.3447
siamgcn,147-5,test,112934,0.018,0.6835,0.0703,0.266,0.94,0.4148,0.4098
siamgcn,148-2,test,67936,0.0009,0.9676,0.0068,0.0396,0.8,0.0396,0.0396
siamgcn,148-3,test,82277,0.0007,0.969,0.0046,0.036,0.82,0.036,0.036
siamgcn,148-4,test,85006,0.0132,0.9458,0.0867,0.4567,0.88,0.4567,0.4567
siamgcn,148-5,test,77488,0.0194,0.8856,0.0936,0.4158,0.88,0.4158,0.4158
siamgcn,151-2,test,122036,0.0195,0.9814,0.183,0.4914,0.8,0.4925,0.4925
siamgcn,151-3,test,128829,0.0007,0.9651,0.0064,0.0269,0.82,0.0395,0.0395
siamgcn,151-4,test,128972,0.0028,0.9638,0.0238,0.3873,0.96,0.8625,0.8625
siamgcn,151-5,test,136546,0.02,0.9844,0.1809,0.5553,0.76,0.5875,0.6226
siamgcn,152-2,test,101059,0.0056,0.6818,0.0,0.0326,0.22,0.0346,0.0346
siamgcn,152-3,test,104503,0.0072,0.6735,0.0,0.0306,0.3,0.0365,0.0407
siamgcn,152-4,test,96662,0.0176,0.7153,0.0633,0.078,0.38,0.0945,0.103
siamgcn,152-5,test,104491,0.0265,0.7207,0.0597,0.1198,0.32,0.1178,0.1122
siamgcn,153-4,test,75291,0.01,0.5284,0.0009,0.0315,0.12,0.0354,0.0357
siamgcn,153-5,test,90440,0.0345,0.6181,0.0354,0.1175,0.2,0.2339,0.2185
siamgcn,154-2,val,121454,0.0017,0.7683,0.0003,0.0113,0.28,0.2012,0.2012
siamgcn,154-3,val,149699,0.0015,0.9328,0.0208,0.0277,0.64,0.0415,0.0415
siamgcn,154-4,val,121666,0.0144,0.8745,0.0754,0.1336,0.44,0.3738,0.3738
siamgcn,154-5,val,155796,0.0107,0.9468,0.1244,0.2039,0.66,0.1736,0.1535
siamgcn,172-2,val,52535,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,172-3,val,64673,0.0181,0.8569,0.1224,0.4306,0.74,0.486,0.4694
siamgcn,172-4,val,66296,0.0614,0.9474,0.5196,0.5346,0.46,0.5081,0.4625
siamgcn,172-5,val,64764,0.0731,0.937,0.4614,0.7045,0.8,0.704,0.6782
siamgcn,175-2,test,64969,0.0062,0.6812,0.0,0.0295,0.24,0.0305,0.0305
siamgcn,175-3,test,73915,0.0079,0.9979,0.1242,0.7737,0.94,0.7737,0.7737
siamgcn,175-4,test,75080,0.0441,0.978,0.3461,0.7183,0.78,0.7183,0.7183
siamgcn,177-2,test,31647,0.0018,0.64,0.0,0.0095,0.12,0.0095,0.0095
siamgcn,177-3,test,36990,0.0057,0.7657,0.0562,0.1907,0.76,0.1907,0.1907
siamgcn,177-4,test,38872,0.0042,0.8634,0.0,0.0414,0.42,0.0414,0.0414
siamgcn,177-5,test,43632,0.0079,0.9742,0.0798,0.4177,0.96,0.4177,0.4177
siamgcn,178-2,val,94207,0.0147,0.3621,0.0072,0.0275,0.36,0.0251,0.0298
siamgcn,178-3,val,94285,0.0039,0.7847,0.026,0.0383,0.56,0.145,0.145
siamgcn,178-4,val,90476,0.0235,0.9103,0.2437,0.2784,0.74,0.3693,0.2877
siamgcn,178-5,val,91002,0.0414,0.8624,0.311,0.3325,0.48,0.2653,0.2386
siamgcn,183-2,val,64107,0.0006,0.9815,0.0075,0.0478,0.7,0.0547,0.0547
siamgcn,183-3,val,81072,0.0142,0.9335,0.1764,0.3271,0.44,0.5685,0.5685
siamgcn,183-4,val,70055,0.0169,0.9353,0.2828,0.3274,0.52,0.3391,0.3391
siamgcn,183-5,val,79649,0.0223,0.9668,0.2639,0.491,0.62,0.2695,0.2518
siamgcn,187-2,val,75403,0.0155,0.7647,0.0864,0.0918,0.52,0.116,0.1338
siamgcn,187-3,val,76320,0.0061,0.9548,0.1533,0.5871,0.8,0.5871,0.5871
siamgcn,187-4,val,64839,0.0212,0.753,0.0,0.1027,0.18,0.119,0.119
siamgcn,187-5,val,80597,0.0186,0.8076,0.199,0.249,0.62,0.0667,0.1445
siamgcn,189-2,val,102100,0.0081,0.5285,0.0,0.0179,0.02,0.056,0.056
siamgcn,189-3,val,104340,0.005,0.7567,0.0432,0.0432,0.5,0.2177,0.2177
siamgcn,189-4,val,98152,0.0077,0.9263,0.1204,0.2733,0.82,0.0336,0.1419
siamgcn,189-5,val,113111,0.0176,0.7521,0.175,0.1959,0.68,0.1215,0.2679
siamgcn,190-2,test,228897,0.0059,0.3881,0.0,0.0219,0.38,0.06,0.0315
siamgcn,190-3,test,219197,0.0141,0.8094,0.1244,0.6046,0.8,0.8968,0.89
siamgcn,190-4,test,258749,0.2217,0.8036,0.4194,0.5464,0.1,0.8769,0.6384
siamgcn,190-5,test,230686,0.2322,0.8307,0.4739,0.5892,0.1,0.8337,0.4942
siamgcn,191-2,test,95762,0.003,0.9242,0.029,0.0593,0.7,0.0593,0.0593
siamgcn,191-3,test,108006,0.001,0.7115,0.0,0.0064,0.32,0.0064,0.0064
siamgcn,191-4,test,103067,0.011,0.9801,0.1098,0.5941,0.86,0.5941,0.5941
siamgcn,191-5,test,119644,0.005,0.9206,0.0434,0.108,0.9,0.147,0.147
siamgcn,196-2,test,70429,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,196-3,test,82246,0.0269,0.9711,0.2237,0.5837,0.92,0.6296,0.6296
siamgcn,196-4,test,79011,0.0388,0.976,0.3679,0.5911,0.72,0.7009,0.7009
siamgcn,196-5,test,103000,0.0617,0.9604,0.4243,0.6202,0.7,0.7321,0.7321
siamgcn,197-2,test,103902,0.0003,0.991,0.0051,0.0966,0.8,0.0966,0.0966
siamgcn,197-3,test,98673,0.0027,0.9967,0.0295,0.696,0.98,0.696,0.696
siamgcn,197-4,test,96762,0.0104,0.9643,0.1394,0.4622,0.92,0.4622,0.4622
siamgcn,197-5,test,122383,0.0139,0.9565,0.1697,0.3322,0.86,0.3886,0.3886
siamgcn,198-3,test,145104,0.0729,0.8963,0.3346,0.5648,0.74,0.741,0.7735
siamgcn,198-4,test,164533,0.1131,0.8951,0.5598,0.6545,0.62,0.6143,0.5507
siamgcn,198-5,test,158470,0.1394,0.9472,0.6641,0.7008,0.54,0.7564,0.7549
siamgcn,202-2,val,110347,0.0129,0.6695,0.0102,0.0555,0.26,0.0764,0.0764
siamgcn,202-3,val,104028,0.0021,0.8515,0.0123,0.0207,0.76,0.0233,0.0233
siamgcn,202-4,val,109424,0.0684,0.8745,0.3331,0.374,0.66,0.3819,0.3819
siamgcn,202-5,val,94786,0.0817,0.8953,0.4642,0.4645,0.52,0.4107,0.3506
siamgcn,211-2,val,93055,0.0024,0.6491,0.0,0.0118,0.16,0.012,0.0149
siamgcn,211-3,val,85773,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,211-4,val,87637,0.0033,0.8219,0.0141,0.0231,0.38,0.1145,0.1145
siamgcn,211-5,val,94849,0.0056,0.7247,0.0205,0.1071,0.66,0.0221,0.1123
siamgcn,212-2,test,105349,0.0116,0.7706,0.0563,0.066,0.58,0.0746,0.0951
siamgcn,212-3,test,95165,0.0008,0.9702,0.0147,0.0348,0.62,0.2015,0.2015
siamgcn,212-4,test,106672,0.0024,0.6945,0.0021,0.0128,0.12,0.0233,0.0233
siamgcn,212-5,test,107577,0.0137,0.761,0.0567,0.0643,0.28,0.0637,0.0835
siamgcn,216-2,test,64436,0.0025,0.7523,0.0,0.0152,0.22,0.0155,0.0155
siamgcn,216-3,test,61493,0.0021,0.7943,0.012,0.0172,0.46,0.0172,0.0172
siamgcn,216-4,test,65652,0.0011,0.7398,0.0,0.007,0.2,0.0071,0.0071
siamgcn,216-5,test,66564,0.0033,0.8479,0.0387,0.1774,0.66,0.1774,0.1774
siamgcn,218-2,test,102100,0.0013,0.5931,0.0,0.0052,0.02,0.0167,0.0167
siamgcn,218-3,test,104340,0.0045,0.7888,0.0111,0.0242,0.08,0.2395,0.2395
siamgcn,218-4,test,98152,0.0084,0.9273,0.1618,0.2421,0.72,0.0324,0.1275
siamgcn,218-5,test,113112,0.0137,0.8077,0.2055,0.2785,0.74,0.1003,0.3038
siamgcn,220-2,val,68027,0.0,nan,0.0,0.0,0.5,0.0,nan
siamgcn,220-3,val,63876,0.0134,0.8882,0.0854,0.4263,0.88,0.4263,0.4263
siamgcn,220-4,val,79747,0.0619,0.7925,0.2289,0.3946,0.72,0.5205,0.5681
siamgcn,220-5,val,80416,0.0768,0.7944,0.2937,0.3851,0.68,0.4664,0.6067
siamgcn,221-2,test,111301,0.0005,0.8576,0.0,0.0053,0.22,0.0107,0.0107
siamgcn,221-3,test,125072,0.0019,0.9633,0.196,0.2652,0.52,0.2704,0.2704
siamgcn,221-4,test,114725,0.0066,0.8886,0.1213,0.1497,0.58,0.1698,0.1698
siamgcn,221-5,test,132061,0.009,0.9117,0.2521,0.2897,0.6,0.3153,0.3933
siamgcn,222-2,test,126364,0.0012,0.6766,0.0,0.0065,0.14,0.0115,0.0115
siamgcn,222-3,test,123892,0.0015,0.9419,0.035,0.1321,0.72,0.5021,0.5021
siamgcn,222-4,test,140447,0.0075,0.9294,0.0902,0.6699,0.96,0.0984,0.4796
siamgcn,222-5,test,143030,0.0059,0.9982,0.1,0.8461,0.98,0.8386,0.7749
siamgcn,227-2,test,44010,0.0207,0.285,0.0,0.0416,0.02,0.0425,0.0425
siamgcn,227-3,test,59217,0.0659,0.7433,0.2004,0.4724,0.9,0.537,0.5375
siamgcn,227-4,test,73766,0.0917,0.9491,0.5192,0.6235,0.72,0.6463,0.7746
siamgcn,227-5,test,75512,0.1399,0.8786,0.5311,0.5743,0.72,0.5954,0.5917
siamgcn,POOLED,val,7763592,0.0154,0.8385,0.1135,0.2514,0.86,,
siamgcn,POOLED,test,19245754,0.0285,0.8597,0.2103,0.3122,0.8,,
